0.060493 1
1.596961 0
0.87758 1
0.165453 1
0.07085 1
0.125379 1
0.454202 1
0.373227 1
0.131486 1
0.867477 0
0.122609 0
0.086628 1
0.015388 1
0.278903 1
0.053878 1
0.262744 1
0.241466 1
0.436061 0
0.590524 1
0.064295 1
0.6814 1
1.078424 1
0.176277 1
0.510168 1
2 0
0.749044 1
0.327228 1
1.499524 1
1.023955 1
0.484779 1
0.230818 1
0.46635 1
0.589699 1
0.09409 1
0.16008 1
0.166031 1
1.52154 1
0.143992 1
0.522803 1
0.099336 1
0.342272 0
1.462156 1
0.363852 1
0.181485 1
1.77801 1
0.974034 1
0.077981 1
1.95699 0
0.129723 1
0.458387 1
0.199629 1
0.746003 1
0.266572 1
2 0
0.651903 1
1.086098 1
2 0
2 0
0.617211 1
0.245906 1
0.325024 1
0.289848 1
0.645074 1
0.329515 1
0.328274 1
1.35855 1
1.009101 1
0.435633 1
0.921613 0
0.359364 1
0.259838 1
1.886538 0
0.826971 1
0.354055 0
0.249704 1
1.768141 1
2 0
0.653976 1
0.804383 1
0.939729 0
0.706871 1
0.149462 1
0.103961 1
0.502588 0
0.09326 0
0.137231 1
0.220704 0
1.352913 0
2 0
1.263551 1
1.607284 1
0.343053 1
0.071508 0
0.048403 1
0.185291 1
0.561593 0
0.656187 1
0.335843 1
0.608186 0
1.155179 1
1.467008 1
1.933594 1
0.816842 0
0.343771 1
0.288909 1
0.418858 1
0.007936 1
1.815538 0
0.250633 1
0.129784 1
0.624228 1
0.436386 1
1.184536 1
0.845854 1
0.009498 1
1.097952 1
0.370782 1
0.782043 1
0.260661 0
0.429501 1
0.370883 1
1.050071 1
0.254418 0
0.249882 0
0.2975 0
0.674727 0
0.202409 1
1.629939 1
0.79119 0
2 0
2 0
0.482742 1
0.505274 1
0.26804 0
0.230456 1
0.856429 1
1.283296 1
1.69291 1
0.007107 1
0.271737 1
0.167763 1
0.242044 1
0.574669 1
0.302284 1
0.166658 0
1.900958 1
1.342638 1
1.369032 0
0.103765 1
0.111674 0
0.245648 1
0.176909 0
0.550903 1
0.293726 1
0.12373 1
0.265433 0
0.427463 1
1.304177 1
0.503523 1
0.679985 1
0.097019 1
1.139733 1
1.179429 1
0.235899 0
0.527448 1
0.92073 1
0.212551 0
0.238252 1
0.312068 1
2 0
0.309438 0
0.19188 0
0.819757 0
0.531014 1
0.041643 1
0.094367 1
0.070548 1
0.731533 1
0.987839 1
0.008032 1
0.715232 1
0.213657 1
1.582501 1
0.136791 1
0.798574 0
1.87403 1
2 0
0.513551 0
0.36891 1
1.567988 0
1.147011 1
1.332057 1
0.598342 0
1.149169 1
0.056602 1
0.740706 0
0.090754 1
0.584376 0
0.742595 1
0.088239 1
