0.060493 1 -0.191160788584014 1
1.596961 0 1.30902076603977 0
0.87758 1 -0.559843720931585 0
0.165453 1 1.73328462578899 0
0.07085 1 1.52138854888827 0
0.125379 1 2.14196007784113 0
0.454202 1 -0.808637625102322 0
0.373227 1 -1.44292924194207 0
0.131486 1 -0.339070827517663 1
0.867477 0 -0.362338538381028 1
0.122609 0 0.204800428497968 1
0.086628 1 -0.701069084740288 0
0.015388 1 -0.0917564066798888 0
0.278903 1 2.33816208793598 1
0.053878 1 -2.07274648228701 1
0.262744 1 0.235807304266524 1
0.241466 1 -0.49187277752906 1
0.436061 0 -1.82665492385229 0
0.590524 1 0.449481268866891 1
0.064295 1 -0.574171865293255 1
0.6814 1 1.01690222394491 0
1.078424 1 0.418258163826247 0
0.176277 1 -0.111685601191781 0
0.510168 1 -0.232823770720066 0
2 0 -1.27155812334024 1
0.749044 1 2.82421786209597 0
0.327228 1 1.06965131947295 1
1.499524 1 0.215827521274443 0
1.023955 1 0.635799283334968 0
0.484779 1 1.78792963831388 0
0.230818 1 0.240244814394704 0
0.46635 1 -0.305718095983222 1
0.589699 1 0.566206495703026 0
0.09409 1 -0.403557365732347 0
0.16008 1 0.97645659524087 1
0.166031 1 0.294699425363889 1
1.52154 1 -0.0991782031057113 0
0.143992 1 -1.12798534337116 1
0.522803 1 1.23432024915801 0
0.099336 1 0.520765487199815 0
0.342272 0 0.391541556443859 0
1.462156 1 0.570649818206628 0
0.363852 1 -0.983414158575718 0
0.181485 1 -0.280937878274146 1
1.77801 1 0.497860394651094 1
0.974034 1 2.11283824025793 1
0.077981 1 -0.367045900983793 0
1.95699 0 0.0686311447076241 1
0.129723 1 -2.14102253701865 1
0.458387 1 0.326198522882063 0
0.199629 1 0.990178328743219 0
0.746003 1 -0.485734547981843 0
0.266572 1 -0.874070030239832 1
2 0 -1.32860744856174 1
0.651903 1 -0.205921369571116 1
1.086098 1 -1.11977407614423 0
2 0 -0.346614971021097 0
2 0 0.258557984566604 1
0.617211 1 0.309111052644901 0
0.245906 1 -0.101750569654596 1
0.325024 1 1.14140048173644 0
0.289848 1 -0.279123257157017 1
0.645074 1 1.58195840751768 1
0.329515 1 -1.00615320373279 0
0.328274 1 -1.47047216111482 1
1.35855 1 1.19224296516735 0
1.009101 1 -0.362433394362977 1
0.435633 1 0.938685950962987 0
0.921613 0 0.800691965953486 1
0.359364 1 -0.73829841640669 1
0.259838 1 0.154811308551605 0
1.886538 0 -0.330815463753499 0
0.826971 1 -0.206807873618246 0
0.354055 0 0.316095521375752 1
0.249704 1 -0.876744504229906 0
1.768141 1 0.980795861898622 1
2 0 -0.156544424250163 0
0.653976 1 1.22547252654249 1
0.804383 1 -0.723812041688208 1
0.939729 0 -0.784825921342456 1
0.706871 1 -0.082876537085237 0
0.149462 1 0.275702998070455 1
0.103961 1 -1.12180790921904 1
0.502588 0 1.9501372894914 1
0.09326 0 -1.29305327372348 0
0.137231 1 -1.53618254073564 0
0.220704 0 1.04659305487063 1
